Entry,Coiled_coil,Compositional_bias,Domain_CC,Domain_FT,Motif,Region,Repeat,Zinc_finger
P41913,,COMPBIAS 58..73; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 240..268; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 300..323; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 324..347; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 350..391; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 56..88; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 222..268; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 300..391; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 433..489; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P42222,,,,,,,,
P42223,,COMPBIAS 16..33; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 49..84; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 16..84; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 123..142; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 213..235; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P42834,,,,DOMAIN 85..146; /note="J"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00286",,,,
P42842,,,,,,,REPEAT 510..544; /note="TPR 1"; REPEAT 563..596; /note="TPR 2"; REPEAT 603..636; /note="TPR 3"; REPEAT 637..670; /note="TPR 4"; REPEAT 671..704; /note="TPR 5"; REPEAT 706..739; /note="TPR 6",
P42883,,,,,"MOTIF 195..199; /note=""CCCFC; essential for catalytic activity, may be the site of iron coordination""; /evidence=""ECO:0000250|UniProtKB:P43534""",,,
P42940,,,,,,,,
P42941,,,,,,,,
P42943,,,,,,REGION 529..550; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P42948,,COMPBIAS 137..154; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 346..475; /note="SET"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00190",,REGION 1..61; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 125..157; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,ZN_FING 160..210; /note="PHD-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00146"
P43538,,,,DOMAIN 1..175; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 232..381; /note="Helicase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00542",,,,
P43548,,,,,,,,
P43557,COILED 100..136; /evidence="ECO:0000255",,,,,,,
P43562,,COMPBIAS 505..525; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 526..540; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 499..540; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P43570,,,,DOMAIN 69..281; /note="Rab-GAP TBC"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00163",,,,
P43591,,,,,,,,
P43592,,,,,,,,
P43597,,COMPBIAS 250..300; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 348..367; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 381..410; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 430..453; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 478..528; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 594..729; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 730..748; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 749..786; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 805..825; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 855..869; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 902..922; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 932..955; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 984..1037; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 1054..1071; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 1132..1233; /note="Glutaredoxin"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00686",,REGION 1..39; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 65..116; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 160..211; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 250..577; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 594..825; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 851..872; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 902..955; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 984..1071; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1109..1128; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P43598,,COMPBIAS 1..21; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 32..47; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 73..88; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 146..171; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..101; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 146..175; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P43607,,COMPBIAS 263..289; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 18..105; /note="RRM"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00176",,REGION 235..289; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P43611,,COMPBIAS 171..195; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 167..195; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P43613,,,,DOMAIN 42..110; /note="J"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00286",,REGION 259..287; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P43615,,,,,,,,
P43620,,COMPBIAS 48..76; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 97..122; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 356..406; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..136; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 286..320; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 346..406; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P45819,,COMPBIAS 35..60; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 69..87; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..87; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P45820,,,,,,,,
P46151,,,,,,REGION 308..329; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P46955,,,,,,REGION 57..84; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P46958,,COMPBIAS 23..45; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 22..55; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 67..92; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 117..143; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P46973,,,,,,,,ZN_FING 8..49; /note="HIT-type; degenerate"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00453"
P46983,,COMPBIAS 255..273; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 98..121; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 250..273; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P46993,,,,,,,,
P46997,,COMPBIAS 240..259; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 260..294; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 295..313; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 11..79; /note="J"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00286",,REGION 215..313; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P46999,,,DOMAIN: The PIR1/2/3 repeats are required for the covalent linkage to the cell wall (By similarity). Their number varies among different strains of S.cerevisiae. {ECO:0000250}.,,,,REPEAT 62..80; /note="PIR1/2/3 1"; REPEAT 81..99; /note="PIR1/2/3 2"; REPEAT 104..122; /note="PIR1/2/3 3"; REPEAT 144..162; /note="PIR1/2/3 4",
P47005,,,,DOMAIN 46..91; /note="F-box"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00080",,,,
P47007,,,,,,,,
P47015,,,,,,,,
P47018,,COMPBIAS 37..51; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 53..123; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 124..143; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 417..435; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..153; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 321..341; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 416..448; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P47042,,,,DOMAIN 173..530; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159",,,,
P47046,,COMPBIAS 751..777; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 271..290; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 698..728; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 751..783; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P47048,,COMPBIAS 387..415; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 416..431; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 387..439; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P47049,,COMPBIAS 345..361; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 186..264; /note="UBX"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00215",,REGION 333..361; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 374..396; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P47051,,,,DOMAIN 146..330; /note="BPL/LPL catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01067",,,,
P47081,,,,,,,,
P47084,,,,,,,,
P47085,,,,,,,,
P47099,,COMPBIAS 1..36; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 47..93; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 131..164; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 360..374; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 375..428; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",DOMAIN: The C-terminal RNA-binding region of CA is sufficient for all its nucleocapsid-like chaperone activities. {ECO:0000250}.,,,REGION 1..93; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 126..173; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 299..401; /note="RNA-binding"; /evidence="ECO:0000250"; REGION 352..440; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P47111,,,,,,,,
P47127,,,,,,,,
P47140,,,,,,,,
P47141,,,,,,,,
P47148,,,"DOMAIN: Peroxisomal targeting signal 1 (PTS1) is a tripeptide located at the C-terminus of more than 95% of all peroxisomal matrix proteins. The prototypical PTS1 is the terminal tripeptide SKL (serine-lysine-leucine) but the consensus of PTS1 is defined as [S/A/H/C/E/P/Q/V] [K/R/H/Q] [L/F]. However, this description of the PTS1 consensus must probably be expanded beyond the terminal tripeptide. {ECO:0000305|PubMed:27392156}.",,MOTIF 281..283; /note="Peroxisomal target signal 1 (PTS1)"; /evidence="ECO:0000269|PubMed:27392156",,,
P47153,,,,DOMAIN 70..271; /note="TLC"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00205",,,,
P47155,,COMPBIAS 189..203; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 175..203; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P47163,,,,,,,,
P47165,,,,,,,,
P47166,COILED 122..473; /evidence="ECO:0000255"; COILED 594..706; /evidence="ECO:0000255",COMPBIAS 1..15; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 25..47; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..52; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P47172,,,,,,,,
P47175,,,,,,,,
P47177,,,,,,,,
P47183,,,,,"MOTIF 195..199; /note=""CCCFC; essential for catalytic activity, may be the site of iron coordination""; /evidence=""ECO:0000250|UniProtKB:P43534""",,,
P47187,,,,,,,,
P47976,,,,,,REGION 284..306; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,ZN_FING 204..232; /note="C3H1-type 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00723"; ZN_FING 242..270; /note="C3H1-type 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00723"
P48353,,COMPBIAS 175..192; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 18..87; /note="J"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00286",,REGION 84..107; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 173..192; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P48362,,COMPBIAS 368..394; /note="Acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 357..394; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P48526,,,,,MOTIF 94..104; /note="'HIGH' region"; MOTIF 668..672; /note="'KMSKS' region",,,
P48560,,,,,,,,
P48564,,COMPBIAS 35..61; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 29..61; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P49089,,,,DOMAIN 2..186; /note="Glutamine amidotransferase type-2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00609"; DOMAIN 194..546; /note="Asparagine synthetase",,,,
P50104,,,,,,REGION 164..214; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 862..888; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P50112,,,,,,,,
P50113,,,,,,,,
P50273,,,,,,,,
P50873,,,,DOMAIN 164..447; /note="Protein kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159",,,,
P52290,,,,,,,,
P52911,,,,,,,,
P52918,,,,,,REGION 1200..1224; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P52924,,,,,,,,
P53036,,COMPBIAS 499..515; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 33..60; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 499..526; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53046,,COMPBIAS 100..144; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 155..230; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 464..651; /note="DH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00062"; DOMAIN 842..1137; /note="CNH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00795",,REGION 100..249; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53047,,,,,,,,
P53050,,COMPBIAS 229..266; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 280..299; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 229..299; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53058,,,,,,,,
P53060,,,,,,,,
P53072,,COMPBIAS 1..17; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 146..259; /note="THUMP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00529",,REGION 1..31; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 64..83; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53099,,,,,,,,
P53100,,,,,,,,
P53118,,,,,,,,
P53130,,,,,,,,
P53139,,COMPBIAS 7..24; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 66..140; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..140; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53142,,,,,,,,
P53147,,,,,,REGION 176..199; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53155,,COMPBIAS 341..381; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 331..381; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53172,,COMPBIAS 1..35; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 49..75; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 385..457; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 458..474; /note="Pro residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 101..162; /note="CBS 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 185..243; /note="CBS 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 272..330; /note="CBS 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703"; DOMAIN 335..391; /note="CBS 4"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00703",,REGION 1..75; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 385..481; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53183,,,,,,,,
P53198,,,,DOMAIN 29..130; /note="GOLD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00096",,,,
P53200,,,,,,,,
P53203,,COMPBIAS 1..20; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..26; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 406..425; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53241,,,,,,,,
P53242,,,,,,,,
P53248,,,,,MOTIF 587..589; /note="Microbody targeting signal"; /evidence="ECO:0000255",,,
P53253,,COMPBIAS 512..528; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 297..351; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 387..437; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 512..533; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53257,,,,,,,REPEAT 14..103; /note="Solcar 1"; REPEAT 110..195; /note="Solcar 2"; REPEAT 210..310; /note="Solcar 3",
P53278,,COMPBIAS 80..94; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 162..231; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 248..288; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 290..315; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 378..399; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 770..789; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..34; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 65..101; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 154..406; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 770..816; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53279,,,,,,,,
P53285,,,,,,,,
P53289,,COMPBIAS 10..24; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 44..61; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 154..176; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 1..62; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 149..176; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53292,,,,,,,,
P53304,,,,,,,,
P53305,,,,,,REGION 84..110; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53315,,,,,,,,
P53316,,COMPBIAS 17..34; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 640..664; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 195..273; /note="RRM 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"; DOMAIN 295..418; /note="RRM 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00176"; DOMAIN 540..638; /note="RRM 3"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00176",,REGION 1..34; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 345..375; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 640..668; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53319,,,,,,,,
P53338,,,,,MOTIF 46..54; /note="Nuclear localization signal"; /evidence="ECO:0000255",,,
P53394,,COMPBIAS 1..23; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 24..45; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 47..91; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 574..725; /note="STAS"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00198",,REGION 1..91; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53438,,COMPBIAS 202..226; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 235..355; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 642..691; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite"; COMPBIAS 698..746; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,DOMAIN 414..520; /note="HTH APSES-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00630",,REGION 1..45; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 78..121; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 202..355; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 519..538; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 642..785; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53600,,,,,,,,
P53630,,,,,,,,
P53723,,COMPBIAS 369..391; /note="Basic and acidic residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 369..404; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53724,,,,,,REGION 83..121; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
P53733,,,,,,,,
P53735,,COMPBIAS 140..177; /note="Polar residues"; /evidence="ECO:0000256|SAM:MobiDB-lite",,,,REGION 118..178; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 473..497; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite",,
